0,1,2,3,4,5,6,7,8,9,10
sausage,whole milk,prosecco,honey,other vegetables,waffles,shopping bags,artif. sweetener,,,
canned fruit,dog food,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
whole milk,sausage,whole milk,yogurt,cake bar,female sanitary products,soda,,,,
rolls/buns,cream cheese ,,,,,,,,,
butter,soda,oil,,,,,,,,
frozen vegetables,sausage,whole milk,frozen vegetables,rolls/buns,other vegetables,oil,frozen fish,baking powder,,
tropical fruit,frozen meals,yogurt,other vegetables,,,,,,,
oil,chicken,,,,,,,,,
rolls/buns,other vegetables,soda,chocolate,,,,,,,
pastry,bottled water,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
berries,root vegetables,,,,,,,,,
root vegetables,candy,,,,,,,,,
butter,bottled water,,,,,,,,,
herbs,whole milk,other vegetables,shopping bags,,,,,,,
baby cosmetics,bottled water,,,,,,,,,
mayonnaise,shopping bags,,,,,,,,,
specialty chocolate,soda,pet care,,,,,,,,
canned beer,long life bakery product,,,,,,,,,
fruit/vegetable juice,domestic eggs,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
chicken,sugar,,,,,,,,,
beverages,chocolate,,,,,,,,,
hamburger meat,pip fruit,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
sausage,packaged fruit/vegetables,,,,,,,,,
frankfurter,butter milk,,,,,,,,,
bottled beer,pastry,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
whole milk,long life bakery product,margarine,,,,,,,,
liquor (appetizer),chocolate,soda,,,,,,,,
dish cleaner,rolls/buns,frozen potato products,frozen vegetables,,,,,,,
ice cream,pork,,,,,,,,,
sausage,dessert,,,,,,,,,
pip fruit,onions,domestic eggs,,,,,,,,
yogurt,chewing gum,soda,oil,,,,,,,
yogurt,napkins,,,,,,,,,
candy,chewing gum,,,,,,,,,
rolls/buns,bottled water,whole milk,,,,,,,,
whole milk,soda,,,,,,,,,
cream cheese ,fruit/vegetable juice,,,,,,,,,
yogurt,misc. beverages,,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
pip fruit,soda,popcorn,,,,,,,,
whole milk,detergent,yogurt,fruit/vegetable juice,,,,,,,
frankfurter,butter milk,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
beef,liquor (appetizer),frozen vegetables,,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
onions,whipped/sour cream,red/blush wine,,,,,,,,
other vegetables,zwieback,oil,,,,,,,,
detergent,candy,,,,,,,,,
butter,berries,,,,,,,,,
pork,pork,rolls/buns,sparkling wine,,,,,,,
beef,brown bread,,,,,,,,,
cream cheese ,soft cheese,,,,,,,,,
tropical fruit,soft cheese,,,,,,,,,
meat,coffee,,,,,,,,,
pork,processed cheese,,,,,,,,,
pork,pork,,,,,,,,,
bottled water,napkins,pastry,,,,,,,,
specialty chocolate,soft cheese,,,,,,,,,
tropical fruit,frozen fruits,,,,,,,,,
beef,whole milk,canned vegetables,,,,,,,,
tropical fruit,soda,,,,,,,,,
grapes,domestic eggs,,,,,,,,,
pork,frozen meals,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
pastry,curd,,,,,,,,,
other vegetables,pork,newspapers,,,,,,,,
bottled water,coffee,curd,,,,,,,,
pastry,root vegetables,,,,,,,,,
root vegetables,curd,,,,,,,,,
citrus fruit,pet care,,,,,,,,,
meat,semi-finished bread,,,,,,,,,
soda,sliced cheese,butter,,,,,,,,
grapes,butter,,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
root vegetables,frozen potato products,onions,UHT-milk,,,,,,,
soda,cream cheese ,,,,,,,,,
whole milk,ice cream,,,,,,,,,
yogurt,tidbits,,,,,,,,,
oil,ready soups,,,,,,,,,
salty snack,sugar,,,,,,,,,
newspapers,whole milk,,,,,,,,,
other vegetables,ready soups,baking powder,,,,,,,,
brown bread,shopping bags,soda,,,,,,,,
canned beer,margarine,chocolate,,,,,,,,
canned beer,white bread,male cosmetics,chocolate,,,,,,,
butter,misc. beverages,shopping bags,,,,,,,,
ham,cream cheese ,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
onions,specialty chocolate,canned fruit,,,,,,,,
sausage,domestic eggs,domestic eggs,,,,,,,,
UHT-milk,shopping bags,,,,,,,,,
pastry,red/blush wine,pickled vegetables,,,,,,,,
dog food,brown bread,salty snack,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
whole milk,waffles,chocolate,,,,,,,,
sliced cheese,candy,,,,,,,,,
chicken,pip fruit,,,,,,,,,
pork,long life bakery product,,,,,,,,,
meat,whole milk,processed cheese,butter,,,,,,,
whole milk,rolls/buns,,,,,,,,,
grapes,pickled vegetables,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
pot plants,shopping bags,coffee,,,,,,,,
butter,shopping bags,,,,,,,,,
brown bread,sugar,,,,,,,,,
frankfurter,brandy,,,,,,,,,
soda,frozen fish,,,,,,,,,
hard cheese,cream cheese ,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
chicken,tropical fruit,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
specialty fat,condensed milk,,,,,,,,,
hamburger meat,sugar,,,,,,,,,
whole milk,chocolate marshmallow,rolls/buns,,,,,,,,
citrus fruit,berries,,,,,,,,,
frankfurter,frankfurter,hard cheese,frozen potato products,bottled water,shopping bags,,,,,
sugar,processed cheese,,,,,,,,,
frozen chicken,herbs,yogurt,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
vinegar,butter,newspapers,,,,,,,,
soda,napkins,,,,,,,,,
curd,yogurt,misc. beverages,pickled vegetables,,,,,,,
ham,tropical fruit,,,,,,,,,
curd,cling film/bags,candy,rolls/buns,,,,,,,
Instant food products,whipped/sour cream,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
yogurt,citrus fruit,ice cream,soups,,,,,,,
pork,red/blush wine,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
grapes,berries,brown bread,,,,,,,,
citrus fruit,flour,,,,,,,,,
salty snack,white bread,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
margarine,yogurt,,,,,,,,,
cling film/bags,canned vegetables,,,,,,,,,
cleaner,pastry,,,,,,,,,
berries,pastry,,,,,,,,,
pork,pet care,margarine,,,,,,,,
soda,whole milk,newspapers,coffee,,,,,,,
whole milk,newspapers,,,,,,,,,
whole milk,pork,whole milk,whole milk,,,,,,,
white wine,condensed milk,,,,,,,,,
meat,domestic eggs,packaged fruit/vegetables,,,,,,,,
yogurt,sausage,domestic eggs,other vegetables,nut snack,shopping bags,,,,,
yogurt,shopping bags,,,,,,,,,
ham,onions,,,,,,,,,
UHT-milk,condensed milk,pastry,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
bottled water,pastry,,,,,,,,,
ham,root vegetables,,,,,,,,,
chicken,whole milk,curd,frozen meals,beverages,,,,,,
citrus fruit,dessert,bottled water,,,,,,,,
specialty chocolate,flour,,,,,,,,,
other vegetables,red/blush wine,,,,,,,,,
grapes,other vegetables,,,,,,,,,
butter milk,newspapers,,,,,,,,,
sausage,meat,beverages,UHT-milk,frozen dessert,sugar,,,,,
soda,yogurt,,,,,,,,,
whole milk,bottled water,,,,,,,,,
chewing gum,coffee,margarine,,,,,,,,
domestic eggs,yogurt,,,,,,,,,
newspapers,flour,frozen fish,cream cheese ,,,,,,,
butter,sugar,,,,,,,,,
curd,dessert,,,,,,,,,
whole milk,pork,,,,,,,,,
brown bread,curd,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
rolls/buns,soft cheese,fruit/vegetable juice,,,,,,,,
ham,chocolate,,,,,,,,,
pip fruit,seasonal products,,,,,,,,,
root vegetables,root vegetables,processed cheese,frozen fish,,,,,,,
chicken,nut snack,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
mustard,root vegetables,,,,,,,,,
whipped/sour cream,canned beer,,,,,,,,,
pastry,whole milk,,,,,,,,,
butter,frankfurter,root vegetables,butter milk,vinegar,,,,,,
tropical fruit,other vegetables,butter,rolls/buns,coffee,pastry,,,,,
citrus fruit,shopping bags,cream cheese ,,,,,,,,
ham,newspapers,bottled beer,,,,,,,,
cookware,spread cheese,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
chicken,specialty chocolate,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
whole milk,soft cheese,soda,brown bread,,,,,,,
margarine,domestic eggs,,,,,,,,,
rolls/buns,liquor (appetizer),,,,,,,,,
pastry,oil,potato products,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
whole milk,pickled vegetables,,,,,,,,,
other vegetables,citrus fruit,semi-finished bread,softener,,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
soda,liquor,,,,,,,,,
pip fruit,whole milk,soda,,,,,,,,
frozen vegetables,domestic eggs,,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
beverages,bottled water,,,,,,,,,
pastry,other vegetables,,,,,,,,,
processed cheese,waffles,,,,,,,,,
beef,whole milk,pet care,citrus fruit,,,,,,,
soda,hamburger meat,,,,,,,,,
bottled water,UHT-milk,,,,,,,,,
tropical fruit,butter,frozen fruits,,,,,,,,
bottled beer,soups,detergent,,,,,,,,
liquor,red/blush wine,,,,,,,,,
sausage,chewing gum,,,,,,,,,
frankfurter,canned beer,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
root vegetables,grapes,brandy,pickled vegetables,pastry,,,,,,
pork,other vegetables,,,,,,,,,
canned beer,cream cheese ,,,,,,,,,
hygiene articles,bottled water,,,,,,,,,
citrus fruit,cream cheese ,waffles,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
whole milk,soda,,,,,,,,,
frankfurter,coffee,,,,,,,,,
sausage,UHT-milk,,,,,,,,,
soda,pip fruit,pastry,jam,,,,,,,
whole milk,red/blush wine,,,,,,,,,
other vegetables,processed cheese,,,,,,,,,
chicken,shopping bags,other vegetables,whole milk,,,,,,,
root vegetables,instant coffee,root vegetables,,,,,,,,
bottled beer,rolls/buns,,,,,,,,,
whole milk,rolls/buns,salty snack,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
rolls/buns,male cosmetics,liquor (appetizer),,,,,,,,
oil,whipped/sour cream,,,,,,,,,
tropical fruit,whole milk,fruit/vegetable juice,whole milk,,,,,,,
whole milk,soda,shopping bags,,,,,,,,
canned beer,other vegetables,,,,,,,,,
soda,roll products ,,,,,,,,,
other vegetables,processed cheese,,,,,,,,,
tropical fruit,canned beer,hygiene articles,,,,,,,,
bottled water,butter milk,,,,,,,,,
pip fruit,frozen fish,,,,,,,,,
pot plants,rolls/buns,,,,,,,,,
coffee,whole milk,domestic eggs,,,,,,,,
butter milk,bottled beer,,,,,,,,,
rolls/buns,pip fruit,margarine,,,,,,,,
bottled beer,whole milk,tropical fruit,whole milk,hygiene articles,pot plants,soda,,,,
chicken,oil,chocolate,candy,,,,,,,
turkey,soda,rolls/buns,,,,,,,,
whole milk,margarine,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
pip fruit,hamburger meat,brown bread,cream cheese ,curd,,,,,,
sausage,pastry,shopping bags,,,,,,,,
pot plants,citrus fruit,,,,,,,,,
other vegetables,beef,tropical fruit,brown bread,cat food,,,,,,
pastry,berries,,,,,,,,,
whipped/sour cream,napkins,pickled vegetables,,,,,,,,
hard cheese,other vegetables,whole milk,zwieback,,,,,,,
pork,brown bread,,,,,,,,,
vinegar,dog food,,,,,,,,,
canned beer,pip fruit,sugar,,,,,,,,
soda,soda,canned beer,frozen dessert,tropical fruit,whole milk,bottled water,specialty bar,domestic eggs,,
grapes,pip fruit,photo/film,root vegetables,cling film/bags,,,,,,
canned beer,other vegetables,,,,,,,,,
soda,beef,soda,margarine,,,,,,,
hamburger meat,tropical fruit,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
other vegetables,beverages,,,,,,,,,
soda,yogurt,,,,,,,,,
ham,other vegetables,napkins,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
sausage,soda,,,,,,,,,
pastry,sugar,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
cream cheese ,other vegetables,,,,,,,,,
pork,margarine,,,,,,,,,
organic products,root vegetables,,,,,,,,,
other vegetables,beverages,,,,,,,,,
beverages,oil,,,,,,,,,
pork,sweet spreads,,,,,,,,,
onions,brown bread,domestic eggs,,,,,,,,
soda,rolls/buns,,,,,,,,,
root vegetables,semi-finished bread,canned beer,newspapers,,,,,,,
ice cream,Instant food products,long life bakery product,,,,,,,,
beef,frozen vegetables,,,,,,,,,
coffee,pastry,,,,,,,,,
other vegetables,canned beer,,,,,,,,,
rolls/buns,beef,,,,,,,,,
brown bread,white wine,,,,,,,,,
pastry,onions,,,,,,,,,
whipped/sour cream,roll products ,,,,,,,,,
pip fruit,whipped/sour cream,rolls/buns,,,,,,,,
frankfurter,curd,coffee,,,,,,,,
soda,packaged fruit/vegetables,butter milk,,,,,,,,
frankfurter,yogurt,,,,,,,,,
soft cheese,pip fruit,whole milk,,,,,,,,
sausage,brown bread,meat spreads,,,,,,,,
UHT-milk,domestic eggs,,,,,,,,,
chicken,root vegetables,yogurt,,,,,,,,
other vegetables,yogurt,salty snack,,,,,,,,
baking powder,baking powder,mustard,,,,,,,,
cooking chocolate,hygiene articles,,,,,,,,,
photo/film,whipped/sour cream,,,,,,,,,
bottled water,cream cheese ,bottled beer,,,,,,,,
margarine,margarine,,,,,,,,,
sliced cheese,whole milk,,,,,,,,,
decalcifier,whole milk,,,,,,,,,
chocolate,bottled water,,,,,,,,,
candy,pastry,napkins,,,,,,,,
yogurt,root vegetables,,,,,,,,,
condensed milk,shopping bags,,,,,,,,,
butter,citrus fruit,,,,,,,,,
root vegetables,butter milk,,,,,,,,,
pork,rolls/buns,,,,,,,,,
pork,beef,yogurt,,,,,,,,
napkins,whole milk,chocolate marshmallow,,,,,,,,
ham,red/blush wine,,,,,,,,,
whole milk,brown bread,domestic eggs,,,,,,,,
yogurt,bottled water,,,,,,,,,
butter,specialty bar,,,,,,,,,
beverages,sparkling wine,,,,,,,,,
soda,whole milk,,,,,,,,,
pip fruit,pastry,,,,,,,,,
canned beer,dessert,frozen meals,,,,,,,,
pork,long life bakery product,,,,,,,,,
citrus fruit,beef,,,,,,,,,
processed cheese,frozen potato products,Instant food products,,,,,,,,
yogurt,frozen fish,chocolate,butter,,,,,,,
white bread,frozen vegetables,,,,,,,,,
tropical fruit,hygiene articles,,,,,,,,,
hamburger meat,frozen vegetables,,,,,,,,,
dessert,frozen vegetables,,,,,,,,,
frankfurter,Instant food products,,,,,,,,,
long life bakery product,zwieback,,,,,,,,,
ice cream,whole milk,,,,,,,,,
meat,rolls/buns,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
sausage,frankfurter,napkins,soda,,,,,,,
ham,UHT-milk,margarine,,,,,,,,
tea,light bulbs,,,,,,,,,
sausage,hamburger meat,other vegetables,,,,,,,,
soda,whole milk,,,,,,,,,
hard cheese,specialty bar,,,,,,,,,
sausage,berries,rolls/buns,,,,,,,,
herbs,cereals,,,,,,,,,
pastry,other vegetables,,,,,,,,,
other vegetables,tea,,,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
domestic eggs,bottled water,,,,,,,,,
other vegetables,seasonal products,,,,,,,,,
sausage,whole milk,,,,,,,,,
pork,canned fish,,,,,,,,,
herbs,pasta,,,,,,,,,
beef,canned beer,,,,,,,,,
frozen meals,brown bread,dishes,,,,,,,,
whole milk,bottled water,soda,,,,,,,,
citrus fruit,frankfurter,yogurt,ice cream,,,,,,,
tropical fruit,whole milk,other vegetables,long life bakery product,,,,,,,
onions,margarine,sweet spreads,,,,,,,,
fruit/vegetable juice,cat food,,,,,,,,,
other vegetables,pip fruit,domestic eggs,,,,,,,,
pastry,waffles,,,,,,,,,
other vegetables,frankfurter,whole milk,sausage,misc. beverages,margarine,yogurt,frozen meals,cat food,,
pork,domestic eggs,,,,,,,,,
whole milk,hygiene articles,,,,,,,,,
pip fruit,chocolate,,,,,,,,,
tropical fruit,white bread,,,,,,,,,
sausage,cocoa drinks,,,,,,,,,
tropical fruit,citrus fruit,male cosmetics,,,,,,,,
beef,bottled water,,,,,,,,,
rolls/buns,other vegetables,chewing gum,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
sliced cheese,beverages,other vegetables,napkins,,,,,,,
yogurt,jam,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
whole milk,ham,other vegetables,rum,canned beer,,,,,,
cream cheese ,bottled water,,,,,,,,,
pip fruit,canned beer,hygiene articles,coffee,,,,,,,
whole milk,baking powder,,,,,,,,,
curd,ice cream,,,,,,,,,
UHT-milk,soft cheese,,,,,,,,,
pork,frozen vegetables,frozen meals,other vegetables,popcorn,oil,,,,,
herbs,packaged fruit/vegetables,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
specialty chocolate,butter milk,,,,,,,,,
pip fruit,beef,whole milk,other vegetables,,,,,,,
sausage,curd cheese,,,,,,,,,
packaged fruit/vegetables,pip fruit,,,,,,,,,
pip fruit,hard cheese,,,,,,,,,
tropical fruit,sugar,,,,,,,,,
newspapers,whole milk,,,,,,,,,
newspapers,rolls/buns,newspapers,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
sausage,beverages,,,,,,,,,
brown bread,flour,,,,,,,,,
rolls/buns,newspapers,cereals,,,,,,,,
sausage,candy,,,,,,,,,
sausage,root vegetables,,,,,,,,,
newspapers,rolls/buns,,,,,,,,,
pip fruit,onions,,,,,,,,,
frankfurter,cream cheese ,,,,,,,,,
butter,coffee,,,,,,,,,
root vegetables,bottled water,,,,,,,,,
rolls/buns,soda,,,,,,,,,
frozen meals,rolls/buns,butter,fruit/vegetable juice,,,,,,,
bottled water,berries,,,,,,,,,
cream cheese ,other vegetables,,,,,,,,,
beverages,sliced cheese,semi-finished bread,,,,,,,,
salty snack,kitchen towels,,,,,,,,,
other vegetables,citrus fruit,,,,,,,,,
beef,waffles,,,,,,,,,
other vegetables,herbs,,,,,,,,,
house keeping products,yogurt,,,,,,,,,
UHT-milk,tropical fruit,,,,,,,,,
UHT-milk,whole milk,,,,,,,,,
white bread,hard cheese,,,,,,,,,
white bread,flour,,,,,,,,,
newspapers,salty snack,,,,,,,,,
bottled water,processed cheese,,,,,,,,,
pastry,curd,butter,curd,whipped/sour cream,,,,,,
rolls/buns,whole milk,other vegetables,,,,,,,,
misc. beverages,yogurt,oil,,,,,,,,
other vegetables,bottled water,,,,,,,,,
newspapers,soups,,,,,,,,,
frankfurter,shopping bags,,,,,,,,,
bottled beer,hygiene articles,,,,,,,,,
other vegetables,finished products,beef,whole milk,chocolate,sugar,,,,,
bathroom cleaner,beverages,,,,,,,,,
berries,cake bar,,,,,,,,,
sausage,curd,,,,,,,,,
other vegetables,pudding powder,,,,,,,,,
pot plants,spread cheese,butter milk,,,,,,,,
whole milk,shopping bags,newspapers,,,,,,,,
citrus fruit,grapes,,,,,,,,,
yogurt,margarine,,,,,,,,,
pip fruit,berries,,,,,,,,,
hygiene articles,canned fish,,,,,,,,,
canned beer,hamburger meat,,,,,,,,,
tropical fruit,liquor (appetizer),,,,,,,,,
whipped/sour cream,specialty bar,,,,,,,,,
hamburger meat,root vegetables,seasonal products,shopping bags,,,,,,,
citrus fruit,margarine,white wine,,,,,,,,
soda,cream cheese ,,,,,,,,,
sausage,sliced cheese,,,,,,,,,
fruit/vegetable juice,pasta,,,,,,,,,
mustard,shopping bags,shopping bags,,,,,,,,
whole milk,flower (seeds),honey,,,,,,,,
frozen vegetables,whole milk,,,,,,,,,
citrus fruit,jam,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
pip fruit,grapes,,,,,,,,,
domestic eggs,rolls/buns,,,,,,,,,
soda,frozen vegetables,brown bread,yogurt,,,,,,,
frozen meals,rolls/buns,,,,,,,,,
bottled water,soda,soda,,,,,,,,
frankfurter,baking powder,condensed milk,coffee,,,,,,,
semi-finished bread,whole milk,fruit/vegetable juice,,,,,,,,
bottled water,coffee,,,,,,,,,
chocolate,butter,,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
hamburger meat,bottled beer,,,,,,,,,
fruit/vegetable juice,packaged fruit/vegetables,,,,,,,,,
butter milk,candles,pot plants,,,,,,,,
citrus fruit,newspapers,shopping bags,,,,,,,,
soda,snack products,whole milk,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
whole milk,whole milk,napkins,,,,,,,,
soda,processed cheese,,,,,,,,,
ham,cream cheese ,,,,,,,,,
pip fruit,cake bar,,,,,,,,,
tropical fruit,other vegetables,soft cheese,,,,,,,,
mustard,yogurt,,,,,,,,,
ham,soda,,,,,,,,,
chicken,coffee,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
Instant food products,specialty chocolate,,,,,,,,,
sugar,bottled water,,,,,,,,,
whole milk,yogurt,,,,,,,,,
beef,pip fruit,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
pickled vegetables,flour,,,,,,,,,
frozen dessert,berries,,,,,,,,,
hamburger meat,brown bread,,,,,,,,,
tropical fruit,bottled water,whipped/sour cream,,,,,,,,
chicken,onions,,,,,,,,,
misc. beverages,zwieback,,,,,,,,,
curd,whole milk,,,,,,,,,
citrus fruit,white wine,bottled beer,newspapers,cat food,,,,,,
curd,margarine,,,,,,,,,
whole milk,soda,soda,,,,,,,,
pot plants,soda,,,,,,,,,
whipped/sour cream,hygiene articles,,,,,,,,,
cream cheese ,whole milk,,,,,,,,,
canned beer,bottled beer,,,,,,,,,
coffee,canned fish,,,,,,,,,
sausage,whole milk,,,,,,,,,
beef,domestic eggs,,,,,,,,,
berries,pip fruit,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
yogurt,specialty chocolate,specialty bar,,,,,,,,
other vegetables,packaged fruit/vegetables,,,,,,,,,
tropical fruit,coffee,canned vegetables,,,,,,,,
vinegar,whole milk,bottled beer,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
chicken,ice cream,,,,,,,,,
butter,whipped/sour cream,,,,,,,,,
rolls/buns,frankfurter,soda,canned fish,,,,,,,
chicken,coffee,,,,,,,,,
soda,bottled water,,,,,,,,,
citrus fruit,canned beer,waffles,chocolate,dish cleaner,,,,,,
chicken,yogurt,,,,,,,,,
soda,white bread,fruit/vegetable juice,,,,,,,,
pip fruit,domestic eggs,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
sliced cheese,soda,,,,,,,,,
pork,long life bakery product,,,,,,,,,
tropical fruit,napkins,long life bakery product,,,,,,,,
fruit/vegetable juice,waffles,tropical fruit,domestic eggs,liquor (appetizer),dessert,,,,,
coffee,bottled beer,shopping bags,,,,,,,,
pip fruit,soda,domestic eggs,,,,,,,,
rolls/buns,brown bread,whipped/sour cream,,,,,,,,
sausage,red/blush wine,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
whole milk,tropical fruit,cat food,,,,,,,,
salty snack,other vegetables,shopping bags,,,,,,,,
pip fruit,white wine,white bread,salt,,,,,,,
hamburger meat,whole milk,,,,,,,,,
canned beer,beverages,,,,,,,,,
rolls/buns,margarine,,,,,,,,,
berries,domestic eggs,,,,,,,,,
root vegetables,coffee,,,,,,,,,
rolls/buns,soda,other vegetables,pip fruit,,,,,,,
newspapers,brown bread,,,,,,,,,
chicken,onions,,,,,,,,,
soda,other vegetables,white bread,,,,,,,,
cream cheese ,rice,,,,,,,,,
whole milk,soda,pickled vegetables,,,,,,,,
pastry,liquor,shopping bags,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
whole milk,white bread,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
soda,pastry,frozen vegetables,UHT-milk,,,,,,,
specialty bar,pastry,,,,,,,,,
other vegetables,misc. beverages,,,,,,,,,
other vegetables,mayonnaise,fruit/vegetable juice,,,,,,,,
root vegetables,pip fruit,other vegetables,canned beer,,,,,,,
other vegetables,candy,,,,,,,,,
chicken,sliced cheese,,,,,,,,,
pork,shopping bags,,,,,,,,,
onions,flour,,,,,,,,,
coffee,sugar,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
whipped/sour cream,brown bread,,,,,,,,,
soda,curd,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
whole milk,domestic eggs,syrup,,,,,,,,
other vegetables,chocolate,,,,,,,,,
